accuracy,loss,acc_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.7635,0.8342,0,True,True,27274,94,5,"(2, 2)","(4, 4)",average,49
0.9457,0.2095,0,True,True,329687,49,34,"(3, 3)","(2, 2)",max,9
0.8605,0.4867,0,True,True,92418,220,15,"(2, 2)","(5, 5)",max,60
0.5842,1.3542,0,True,True,10904,157,1,"(3, 3)","(5, 5)",average,56
0.294,2.5247,0,True,True,36040,24,57,"(2, 2)","(5, 5)",max,68
0.9794,0.0988,0,True,True,373520,190,53,"(4, 4)","(4, 4)",max,36
0.8451,0.6379,0,True,True,42521,80,6,"(2, 2)","(3, 3)",max,56
0.9569,0.1699,10,True,False,157289,234,25,"(3, 3)","(5, 5)",max,17
0.9648,0.1871,0,True,True,390807,191,55,"(5, 5)","(4, 4)",max,68
0.9777,0.0928,0,True,True,1214195,178,40,"(5, 5)","(2, 2)",average,34
0.6389,1.1895,0,True,True,56326,72,15,"(2, 2)","(4, 4)",average,64
0.7216,0.9878,0,True,True,344399,20,87,"(3, 3)","(2, 2)",max,45
0.9483,0.2038,9,True,False,411236,167,95,"(5, 5)","(5, 5)",average,4
0.9827,0.0839,9,True,True,2081415,153,80,"(5, 5)","(2, 2)",max,23
0.9809,0.1017,0,True,True,467747,245,29,"(5, 5)","(3, 3)",max,66
0.8882,0.4314,0,True,True,38143,103,4,"(4, 4)","(3, 3)",average,56
0.9769,0.1154,0,True,True,1089517,246,54,"(4, 4)","(3, 3)",max,55
0.9731,0.1083,0,True,True,510295,97,64,"(4, 4)","(3, 3)",max,28
0.9372,0.2476,0,True,True,2268374,245,47,"(2, 2)","(2, 2)",average,70
0.9736,0.1179,0,True,True,989647,183,66,"(4, 4)","(3, 3)",average,34
0.9675,0.146,0,True,True,1300801,253,26,"(2, 2)","(2, 2)",average,40
0.8017,0.7106,0,True,True,212346,60,71,"(2, 2)","(4, 4)",average,34
0.82,0.6318,0,True,True,91971,42,80,"(5, 5)","(5, 5)",average,9
0.965,0.1472,6,False,False,559107,126,68,"(5, 5)","(3, 3)",average,5
0.8282,0.6352,0,True,True,128019,19,39,"(4, 4)","(2, 2)",max,9
0.8124,0.6649,0,True,True,102466,162,3,"(2, 2)","(2, 2)",average,63
0.9717,0.1417,0,True,True,965735,245,48,"(4, 4)","(3, 3)",average,63
0.92,0.3041,0,True,True,125287,135,18,"(2, 2)","(4, 4)",max,40
0.9663,0.1381,0,True,True,98531,142,8,"(3, 3)","(3, 3)",max,36
0.9823,0.0842,0,True,True,355860,169,81,"(5, 5)","(5, 5)",max,17
0.7337,0.8519,0,True,True,113463,61,72,"(2, 2)","(5, 5)",max,37
0.968,0.1284,8,False,False,441691,222,24,"(2, 2)","(3, 3)",max,10
0.9635,0.1468,4,False,False,686577,214,39,"(3, 3)","(3, 3)",max,8
0.8343,0.6459,0,True,True,22616,94,1,"(2, 2)","(2, 2)",average,50
0.9634,0.1638,0,True,True,1063875,224,58,"(3, 3)","(3, 3)",average,53
0.9601,0.1634,0,True,True,1446595,253,70,"(2, 2)","(3, 3)",average,23
0.9791,0.0994,0,True,True,366321,200,22,"(4, 4)","(3, 3)",max,48
0.8738,0.421,0,True,True,259351,105,96,"(3, 3)","(5, 5)",max,39
0.9693,0.1218,7,False,False,250535,103,65,"(5, 5)","(4, 4)",max,11
0.8731,0.4795,0,True,True,44801,217,2,"(3, 3)","(3, 3)",average,47
0.9575,0.1854,7,False,False,222775,34,38,"(5, 5)","(2, 2)",max,1
0.978,0.0976,10,True,True,1344927,141,56,"(5, 5)","(2, 2)",average,26
0.8904,0.47,0,True,True,463157,95,98,"(3, 3)","(4, 4)",max,54
0.9424,0.238,0,True,True,195355,148,50,"(5, 5)","(5, 5)",average,30
0.9748,0.105,9,True,True,3851717,200,98,"(2, 2)","(2, 2)",max,30
0.4688,1.6505,0,True,True,41337,25,63,"(2, 2)","(5, 5)",average,31
0.6152,1.3605,0,True,True,37403,19,23,"(4, 4)","(3, 3)",max,40
0.8664,0.4361,10,True,True,188510,194,37,"(2, 2)","(5, 5)",average,4
0.9599,0.1632,8,False,False,989741,167,30,"(2, 2)","(2, 2)",average,8
0.9634,0.1608,0,True,True,800519,229,95,"(5, 5)","(4, 4)",average,51
0.9705,0.122,9,False,False,1145171,251,92,"(3, 3)","(4, 4)",average,11
0.9459,0.2255,0,True,True,59415,58,15,"(5, 5)","(3, 3)",average,17
0.8536,0.5409,0,True,True,31851,28,42,"(3, 3)","(5, 5)",max,15
0.6625,1.2906,0,True,True,451351,52,44,"(2, 2)","(2, 2)",max,67
0.9685,0.1416,3,False,False,2023943,170,70,"(5, 5)","(2, 2)",max,1
0.9822,0.0871,7,False,False,1717403,194,52,"(5, 5)","(2, 2)",max,14
0.965,0.1262,8,True,False,1015601,209,98,"(3, 3)","(4, 4)",max,20
0.9785,0.0907,10,True,True,362067,172,81,"(5, 5)","(5, 5)",max,23
0.5881,1.3498,0,True,True,75137,77,37,"(2, 2)","(5, 5)",average,65
0.8804,0.4363,0,True,True,49153,60,30,"(4, 4)","(5, 5)",average,10
0.9827,0.0848,8,True,False,3049346,246,73,"(4, 4)","(2, 2)",max,25
0.9755,0.1056,7,False,False,353077,193,22,"(3, 3)","(3, 3)",max,15
0.8693,0.5366,0,True,True,908034,226,81,"(2, 2)","(4, 4)",average,70
0.4679,1.7078,0,True,True,31601,17,65,"(4, 4)","(5, 5)",max,30
0.9067,0.3022,9,False,False,253496,226,43,"(2, 2)","(5, 5)",max,12
0.8251,0.6676,0,True,True,182103,58,84,"(4, 4)","(4, 4)",average,54
0.9722,0.1194,0,True,True,909361,82,65,"(5, 5)","(2, 2)",average,16
0.9642,0.1491,9,False,False,44483,92,17,"(5, 5)","(5, 5)",max,2
0.8551,0.4805,10,True,True,354947,209,66,"(2, 2)","(5, 5)",average,9
0.8815,0.42,7,False,False,203150,68,15,"(2, 2)","(2, 2)",average,3
0.8194,0.6832,0,True,True,430427,68,32,"(3, 3)","(2, 2)",max,63
0.8579,0.5318,9,False,False,20781,219,2,"(5, 5)","(5, 5)",max,4
0.9413,0.253,0,True,True,580037,38,89,"(5, 5)","(2, 2)",average,10
0.9421,0.2471,0,True,True,37307,59,9,"(5, 5)","(3, 3)",average,36
0.9752,0.1162,0,True,True,265091,252,40,"(4, 4)","(5, 5)",max,38
0.9002,0.3724,0,True,True,301550,65,27,"(5, 5)","(2, 2)",average,63
0.824,0.647,0,True,True,10428,60,5,"(4, 4)","(5, 5)",max,42
0.9132,0.3378,0,True,True,64091,62,20,"(3, 3)","(4, 4)",max,43
0.9621,0.1604,0,True,True,54258,182,7,"(4, 4)","(4, 4)",max,28
0.9801,0.0856,0,True,True,669827,149,69,"(5, 5)","(3, 3)",max,40
0.9051,0.357,0,True,True,60820,225,9,"(3, 3)","(5, 5)",max,51
0.6853,1.0926,0,True,True,286231,46,76,"(2, 2)","(3, 3)",average,55
0.9609,0.154,5,False,False,275111,152,9,"(3, 3)","(2, 2)",average,0
0.6479,1.2033,10,False,False,3547,37,2,"(2, 2)","(5, 5)",average,0
0.8522,0.6174,0,True,True,93055,120,9,"(3, 3)","(3, 3)",average,69
0.9728,0.1201,0,True,True,126377,186,25,"(5, 5)","(5, 5)",max,40
0.8653,0.5226,0,True,True,153359,86,68,"(4, 4)","(5, 5)",average,48
0.8333,0.6473,0,True,True,22971,64,12,"(5, 5)","(5, 5)",max,68
0.9523,0.1803,0,True,True,469259,208,88,"(3, 3)","(5, 5)",max,37
0.7559,0.9384,0,True,True,37663,15,60,"(5, 5)","(4, 4)",max,39
0.9352,0.2657,10,True,False,23719,64,5,"(5, 5)","(3, 3)",average,7
0.9695,0.142,0,True,True,594321,142,51,"(3, 3)","(3, 3)",max,45
0.4041,1.9415,0,True,True,99301,14,86,"(2, 2)","(3, 3)",average,45
0.9459,0.2655,0,True,True,69359,96,4,"(4, 4)","(2, 2)",max,62
0.883,0.4291,0,True,True,111672,237,17,"(3, 3)","(5, 5)",average,42
0.8367,0.5921,0,True,True,41975,79,19,"(4, 4)","(5, 5)",average,44
0.4203,1.846,0,True,True,118571,49,94,"(2, 2)","(5, 5)",max,59
0.878,0.5317,0,True,True,268427,58,56,"(4, 4)","(3, 3)",average,58
0.9399,0.2638,0,True,True,19875,55,12,"(5, 5)","(5, 5)",max,38
0.9668,0.1337,0,True,True,789659,68,68,"(5, 5)","(2, 2)",average,12
0.9698,0.1377,0,True,True,391104,128,37,"(4, 4)","(3, 3)",max,55
0.9336,0.2649,0,True,True,35654,79,5,"(3, 3)","(3, 3)",average,26
0.5452,1.4681,0,True,True,59201,53,42,"(3, 3)","(5, 5)",average,66
0.9024,0.395,0,True,True,152847,160,36,"(4, 4)","(5, 5)",average,54
0.745,0.9647,0,True,True,314803,76,83,"(3, 3)","(4, 4)",average,65
0.9276,0.3124,0,True,True,192229,207,18,"(3, 3)","(4, 4)",average,62
0.9625,0.1583,0,True,True,1729108,195,45,"(2, 2)","(2, 2)",average,40
0.9685,0.143,0,True,True,623716,185,41,"(3, 3)","(3, 3)",max,61
0.5912,1.359,0,True,True,474361,28,86,"(2, 2)","(2, 2)",max,36
0.9531,0.2081,0,True,True,246209,110,27,"(3, 3)","(3, 3)",max,47
0.9582,0.1798,0,True,True,261146,179,39,"(4, 4)","(4, 4)",average,21
0.9741,0.1326,0,True,True,534747,191,76,"(4, 4)","(4, 4)",max,60
0.9653,0.158,3,False,False,2349383,182,76,"(4, 4)","(2, 2)",average,2
0.9553,0.1639,10,True,True,387713,215,70,"(3, 3)","(5, 5)",max,18
0.9048,0.4828,0,True,True,551741,53,61,"(4, 4)","(2, 2)",max,56
0.9136,0.3668,0,True,True,365949,60,74,"(4, 4)","(3, 3)",max,63
0.8972,0.3813,0,True,True,511801,145,71,"(2, 2)","(4, 4)",average,36
0.9643,0.1279,5,False,False,3273755,260,64,"(2, 2)","(2, 2)",max,17
0.9754,0.1111,10,True,False,753763,190,20,"(3, 3)","(2, 2)",average,33
0.6687,1.2352,0,True,True,166937,49,41,"(4, 4)","(3, 3)",max,65
0.9712,0.1204,0,True,True,425367,68,76,"(4, 4)","(3, 3)",max,17
0.9733,0.1082,8,True,True,803611,117,84,"(3, 3)","(3, 3)",max,21
0.91,0.3337,10,True,False,183604,133,53,"(3, 3)","(5, 5)",average,1
0.9474,0.1844,10,True,True,1068153,229,57,"(2, 2)","(3, 3)",average,26
0.6299,1.1994,0,True,True,21818,234,1,"(2, 2)","(4, 4)",average,30
0.9781,0.0942,5,False,False,802427,213,22,"(4, 4)","(2, 2)",max,11
0.9672,0.1358,0,True,True,163139,110,56,"(5, 5)","(5, 5)",max,35
0.9669,0.1419,6,False,False,698099,89,46,"(4, 4)","(2, 2)",average,16
0.884,0.4393,0,True,True,112815,79,54,"(4, 4)","(5, 5)",average,29
0.9373,0.2695,0,True,True,955559,50,97,"(3, 3)","(2, 2)",max,40
0.8887,0.3959,0,True,True,379653,223,66,"(3, 3)","(5, 5)",average,57
0.5746,1.4008,0,True,True,48029,41,43,"(4, 4)","(5, 5)",max,69
0.7519,0.8808,0,True,True,317679,187,66,"(2, 2)","(5, 5)",average,62
0.8619,0.56,0,True,True,139407,78,68,"(4, 4)","(5, 5)",max,48
0.9418,0.231,0,True,True,67693,169,14,"(5, 5)","(5, 5)",average,9
0.9355,0.2349,0,True,True,512648,141,73,"(3, 3)","(4, 4)",average,11
0.9785,0.0959,0,True,True,154197,156,26,"(4, 4)","(4, 4)",max,27
0.8742,0.5422,0,True,True,225284,29,45,"(5, 5)","(2, 2)",max,37
0.8117,0.7427,0,True,True,438395,74,72,"(4, 4)","(3, 3)",max,63
0.9637,0.143,5,False,False,1679808,212,97,"(4, 4)","(3, 3)",average,14
0.9649,0.1619,0,True,True,555079,223,38,"(5, 5)","(3, 3)",average,64
0.9109,0.3683,0,True,True,518391,97,27,"(3, 3)","(2, 2)",max,64
0.973,0.1188,0,True,True,1046933,156,34,"(2, 2)","(2, 2)",max,29
0.9419,0.2271,0,True,True,614127,87,86,"(4, 4)","(3, 3)",average,36
0.9675,0.147,0,True,True,147995,116,48,"(5, 5)","(5, 5)",max,40
0.9821,0.0868,10,True,True,441511,205,58,"(5, 5)","(4, 4)",max,27
0.9542,0.2068,0,True,True,427431,221,52,"(5, 5)","(4, 4)",average,64
0.9617,0.1668,0,True,True,322247,163,53,"(5, 5)","(4, 4)",average,37
0.8055,0.6487,0,True,True,83661,120,26,"(2, 2)","(5, 5)",average,25
0.9466,0.1992,9,False,False,641447,179,72,"(3, 3)","(4, 4)",average,4
0.9143,0.3411,0,True,True,109379,86,48,"(4, 4)","(5, 5)",average,16
0.9716,0.1343,0,True,True,356967,256,21,"(5, 5)","(3, 3)",average,46
0.4748,1.6617,0,True,True,33524,16,73,"(4, 4)","(5, 5)",average,35
0.9577,0.1715,0,True,True,1315951,192,84,"(2, 2)","(3, 3)",average,36
0.5752,1.4389,0,True,True,211739,20,61,"(5, 5)","(2, 2)",average,28
0.9566,0.1795,0,True,True,447987,91,60,"(3, 3)","(3, 3)",average,25
0.9173,0.2867,0,True,True,130964,192,13,"(2, 2)","(4, 4)",max,24
0.9748,0.109,10,True,True,122168,167,27,"(5, 5)","(5, 5)",max,19
0.9267,0.3401,0,True,True,660832,187,71,"(3, 3)","(4, 4)",max,67
0.8401,0.5415,0,True,True,312709,142,86,"(2, 2)","(5, 5)",average,10
0.9779,0.0938,0,True,True,2242115,203,65,"(4, 4)","(2, 2)",max,45
0.9598,0.1753,0,True,True,516608,203,69,"(4, 4)","(4, 4)",average,58
0.9037,0.3903,0,True,True,609090,138,89,"(2, 2)","(4, 4)",average,34
0.7592,0.9006,0,True,True,11603,124,1,"(3, 3)","(4, 4)",average,56
0.9629,0.1522,0,True,True,298119,131,61,"(5, 5)","(4, 4)",average,18
0.9031,0.3626,0,True,True,971318,236,83,"(2, 2)","(4, 4)",average,41
0.9597,0.1484,8,False,False,1001359,211,58,"(2, 2)","(3, 3)",max,25
0.9396,0.2463,0,True,True,119041,147,30,"(5, 5)","(5, 5)",average,15
0.95,0.212,0,True,True,1481612,203,37,"(2, 2)","(2, 2)",average,54
0.9804,0.0883,5,False,False,512035,223,35,"(5, 5)","(3, 3)",max,7
0.9778,0.111,0,True,True,642616,220,17,"(4, 4)","(2, 2)",max,55
0.9766,0.1089,0,True,True,2528957,152,98,"(4, 4)","(2, 2)",max,44
0.9611,0.1883,0,True,True,463054,58,97,"(4, 4)","(3, 3)",max,28
0.9685,0.1415,0,True,True,114439,163,26,"(4, 4)","(5, 5)",max,18
0.9169,0.2993,0,True,True,425391,207,80,"(3, 3)","(5, 5)",average,18
0.7335,0.8754,0,True,True,67625,17,79,"(2, 2)","(4, 4)",max,18
0.965,0.1825,0,True,True,408274,170,29,"(4, 4)","(3, 3)",max,61
0.9588,0.1494,10,True,True,445775,207,58,"(5, 5)","(4, 4)",average,31
0.9771,0.0943,7,False,False,127343,185,10,"(5, 5)","(3, 3)",max,12
0.9773,0.1071,5,False,False,1087143,133,48,"(4, 4)","(2, 2)",max,2
0.645,1.2879,0,True,True,365011,47,95,"(2, 2)","(3, 3)",max,62
0.9724,0.1298,10,True,False,639661,250,31,"(3, 3)","(3, 3)",average,27
0.884,0.4842,0,True,True,346947,66,80,"(5, 5)","(3, 3)",average,53
0.9753,0.1003,0,True,True,419275,229,22,"(4, 4)","(3, 3)",max,42
0.9267,0.3099,0,True,True,103508,62,63,"(4, 4)","(5, 5)",max,38
0.9415,0.2739,0,True,True,129794,131,37,"(5, 5)","(5, 5)",max,65
0.7776,0.7644,0,True,True,219143,95,90,"(2, 2)","(5, 5)",average,38
0.9619,0.2053,0,True,True,1696793,128,78,"(4, 4)","(2, 2)",max,66
0.9782,0.1023,9,True,False,618547,258,12,"(3, 3)","(2, 2)",average,23
0.8073,0.6929,0,True,True,61243,30,30,"(5, 5)","(3, 3)",max,41
0.9282,0.3481,0,True,True,189287,65,44,"(5, 5)","(3, 3)",max,54
0.9792,0.098,0,True,True,2234691,153,86,"(4, 4)","(2, 2)",max,47
0.9704,0.1326,0,True,True,226611,192,14,"(3, 3)","(3, 3)",max,37
0.9367,0.2634,0,True,True,272847,70,78,"(3, 3)","(4, 4)",max,34
0.7555,0.8339,0,True,True,315774,61,63,"(3, 3)","(3, 3)",average,64
0.8026,0.6342,0,True,True,99719,111,34,"(2, 2)","(5, 5)",average,6
0.9651,0.1261,8,True,False,510527,206,30,"(3, 3)","(3, 3)",max,34
0.9196,0.2877,0,True,True,830741,257,65,"(2, 2)","(4, 4)",average,35
0.897,0.349,10,True,True,98763,159,23,"(2, 2)","(5, 5)",max,13
0.9367,0.2743,0,True,True,49787,148,8,"(5, 5)","(4, 4)",average,51
0.9439,0.311,0,True,True,179853,113,19,"(4, 4)","(3, 3)",max,70
0.9553,0.1892,0,True,True,102381,258,14,"(4, 4)","(5, 5)",max,49
0.9353,0.2511,0,True,True,174251,193,34,"(4, 4)","(5, 5)",average,27
0.9734,0.1089,8,True,False,4401599,224,100,"(2, 2)","(2, 2)",max,26
0.5207,1.4631,0,True,True,68987,26,100,"(3, 3)","(5, 5)",max,56
0.7314,0.905,0,True,True,197081,93,82,"(3, 3)","(5, 5)",average,66
0.9627,0.1746,0,True,True,187631,134,21,"(5, 5)","(3, 3)",average,47
0.9676,0.1412,0,True,True,292539,170,46,"(5, 5)","(4, 4)",average,29
0.9368,0.2507,0,True,True,533828,245,85,"(3, 3)","(5, 5)",max,62
0.5908,1.2466,0,True,True,112053,54,41,"(3, 3)","(4, 4)",max,64
0.9728,0.1289,5,False,False,1919917,171,66,"(5, 5)","(2, 2)",average,3
0.9562,0.1837,0,True,True,614131,259,92,"(5, 5)","(5, 5)",average,39
0.9721,0.122,0,True,True,96307,154,16,"(4, 4)","(4, 4)",max,38
0.8629,0.4752,0,True,True,338959,219,60,"(2, 2)","(5, 5)",max,53
0.8699,0.5615,0,True,True,44314,75,21,"(5, 5)","(5, 5)",max,69
0.4061,1.8501,0,True,True,81830,40,79,"(2, 2)","(5, 5)",average,47
0.8805,0.5204,0,True,True,76829,83,34,"(5, 5)","(5, 5)",max,69
0.864,0.4833,10,True,False,9131,61,4,"(5, 5)","(5, 5)",max,2
0.9762,0.1075,0,True,True,153724,233,17,"(4, 4)","(4, 4)",max,47
0.9546,0.1598,0,True,True,883793,217,82,"(3, 3)","(4, 4)",max,59
0.9442,0.2342,0,True,True,18207,95,4,"(5, 5)","(4, 4)",max,17
0.9655,0.1493,0,True,True,239603,128,72,"(4, 4)","(5, 5)",max,24
0.966,0.1465,0,True,True,1041319,254,50,"(3, 3)","(3, 3)",average,57
0.9632,0.1478,9,True,False,59199,177,8,"(4, 4)","(4, 4)",max,12
0.8464,0.5558,0,True,True,130844,75,67,"(3, 3)","(5, 5)",max,51
0.9042,0.3817,0,True,True,203202,81,95,"(5, 5)","(5, 5)",average,31
0.9704,0.1248,5,False,False,611001,120,62,"(4, 4)","(3, 3)",max,5
0.9463,0.2182,0,True,True,417237,174,29,"(3, 3)","(3, 3)",max,57
0.8571,0.6121,0,True,True,108983,44,37,"(5, 5)","(3, 3)",average,43
0.9546,0.1825,10,True,True,169150,154,13,"(2, 2)","(3, 3)",max,22
0.974,0.1158,0,True,True,866967,211,24,"(5, 5)","(2, 2)",max,68
0.7301,0.9301,0,True,True,15425,26,21,"(3, 3)","(5, 5)",average,18
0.8186,0.6603,0,True,True,116519,82,28,"(2, 2)","(4, 4)",max,45
0.9309,0.2762,0,True,True,402473,167,94,"(3, 3)","(5, 5)",average,26
0.9512,0.1836,0,True,True,1339788,166,99,"(2, 2)","(3, 3)",max,39
0.9548,0.1717,4,False,False,902583,169,27,"(3, 3)","(2, 2)",average,1
0.6487,1.1922,0,True,True,3683,14,8,"(3, 3)","(5, 5)",max,35
0.9732,0.1152,8,False,False,699671,122,29,"(3, 3)","(2, 2)",average,7
0.9859,0.0675,0,True,True,1062255,202,81,"(5, 5)","(3, 3)",max,28
0.7962,0.7341,0,True,True,320990,65,99,"(3, 3)","(4, 4)",average,47
0.8209,0.6847,0,True,True,8083,68,2,"(5, 5)","(4, 4)",average,49
0.8967,0.3628,10,True,False,76347,118,24,"(2, 2)","(5, 5)",max,6
0.9536,0.2022,0,True,True,180295,85,32,"(5, 5)","(3, 3)",average,29
0.9171,0.327,0,True,True,98261,108,34,"(4, 4)","(5, 5)",average,16
0.9839,0.0786,0,True,True,2088347,236,52,"(5, 5)","(2, 2)",max,46
0.9729,0.1211,6,False,False,531362,107,29,"(5, 5)","(2, 2)",average,4
0.9697,0.1403,9,False,False,82003,72,42,"(5, 5)","(5, 5)",max,2
0.527,1.5118,0,True,True,157839,43,96,"(5, 5)","(4, 4)",max,70
0.9505,0.2158,0,True,True,136167,101,16,"(4, 4)","(3, 3)",average,21
0.7542,0.8654,0,True,True,45896,47,35,"(5, 5)","(5, 5)",average,52
0.8392,0.593,0,True,True,202109,65,62,"(3, 3)","(4, 4)",average,44
0.9094,0.3377,0,True,True,21907,88,8,"(4, 4)","(5, 5)",max,26
0.9566,0.1689,0,True,True,979351,256,77,"(3, 3)","(4, 4)",average,50
0.9517,0.2004,0,True,True,523597,208,98,"(4, 4)","(5, 5)",average,17
0.9654,0.148,0,True,True,971791,143,83,"(4, 4)","(3, 3)",average,32
0.9711,0.1331,0,True,True,1799122,141,75,"(5, 5)","(2, 2)",max,59
0.9643,0.159,4,False,False,1195810,151,97,"(3, 3)","(3, 3)",max,0
0.9645,0.1315,8,False,False,627527,248,99,"(3, 3)","(5, 5)",max,7
0.9341,0.2505,0,True,True,200462,155,49,"(5, 5)","(5, 5)",average,26
0.5482,1.5366,0,True,True,93658,55,65,"(3, 3)","(5, 5)",max,70
0.9762,0.0978,7,False,False,927347,136,40,"(4, 4)","(2, 2)",max,16
0.8976,0.4187,0,True,True,32747,84,7,"(3, 3)","(4, 4)",max,51
0.9776,0.1015,0,True,True,172054,235,19,"(4, 4)","(4, 4)",max,31
0.9463,0.2111,0,True,True,852103,236,44,"(2, 2)","(3, 3)",average,40
0.9733,0.1414,0,True,True,503443,162,84,"(5, 5)","(4, 4)",max,56
0.9605,0.158,0,True,True,128319,234,20,"(4, 4)","(5, 5)",max,37
0.8893,0.4687,0,True,True,21235,62,8,"(5, 5)","(4, 4)",max,60
0.966,0.1383,9,True,False,547421,157,70,"(3, 3)","(4, 4)",average,7
0.9093,0.3627,0,True,True,361321,62,71,"(3, 3)","(3, 3)",average,20
0.8516,0.5052,0,True,True,203439,163,48,"(2, 2)","(5, 5)",max,59
0.9413,0.2179,0,True,True,86689,70,47,"(3, 3)","(5, 5)",max,8
0.9657,0.1444,0,True,True,2833412,155,93,"(2, 2)","(2, 2)",average,41
0.8697,0.5228,0,True,True,33434,37,23,"(4, 4)","(4, 4)",max,54
0.8687,0.4751,0,True,True,608631,98,76,"(2, 2)","(3, 3)",max,55
0.1708,3.0769,0,True,True,166727,21,40,"(3, 3)","(2, 2)",max,65
0.8492,0.5478,0,True,True,53355,36,53,"(5, 5)","(5, 5)",max,39
0.4889,1.8092,0,True,True,84339,22,96,"(5, 5)","(4, 4)",average,56
0.8678,0.4638,0,True,True,466649,259,70,"(3, 3)","(5, 5)",average,67
0.5913,1.5869,0,True,True,56860,21,93,"(5, 5)","(5, 5)",max,43
0.9447,0.2426,0,True,True,245612,75,19,"(5, 5)","(2, 2)",average,47
0.8039,0.6467,0,True,True,71815,18,78,"(3, 3)","(4, 4)",max,15
0.491,1.5694,0,True,True,64013,29,81,"(4, 4)","(5, 5)",max,67
0.9726,0.1114,7,False,False,874883,158,28,"(3, 3)","(2, 2)",average,13
0.8626,0.4615,0,True,True,432473,206,82,"(2, 2)","(5, 5)",max,57
0.9395,0.2172,7,False,False,468130,106,89,"(2, 2)","(4, 4)",max,1
0.7447,0.7986,0,True,True,30427,255,3,"(2, 2)","(5, 5)",max,25
0.9594,0.1549,0,True,True,370695,133,75,"(5, 5)","(4, 4)",average,17
0.9825,0.0829,0,True,True,395279,134,45,"(5, 5)","(3, 3)",max,23
0.6337,1.1579,9,False,False,17087,18,34,"(3, 3)","(5, 5)",average,0
0.768,0.8599,0,True,True,49967,35,28,"(2, 2)","(4, 4)",max,41
0.8387,0.6555,0,True,True,14759,29,12,"(5, 5)","(4, 4)",average,37
0.9107,0.3285,0,True,True,125599,63,24,"(2, 2)","(3, 3)",max,13
0.8486,0.5734,0,True,True,79199,125,12,"(2, 2)","(4, 4)",max,65
0.7988,0.7135,0,True,True,17132,29,21,"(3, 3)","(5, 5)",max,30
0.9743,0.1259,5,False,False,353319,125,76,"(5, 5)","(4, 4)",max,0
0.9247,0.2819,0,True,True,110676,141,29,"(5, 5)","(5, 5)",average,25
0.9725,0.1208,0,True,True,759031,144,81,"(5, 5)","(3, 3)",average,28
0.9726,0.134,0,True,True,166639,62,71,"(5, 5)","(4, 4)",max,9
0.97,0.1349,0,True,True,578147,164,54,"(5, 5)","(3, 3)",max,61
0.976,0.105,0,True,True,521472,105,29,"(5, 5)","(2, 2)",max,29
0.9718,0.1156,0,True,True,2181541,168,66,"(2, 2)","(2, 2)",average,30
0.9269,0.3257,0,True,True,307088,149,41,"(3, 3)","(4, 4)",max,68
0.9293,0.2561,0,True,True,175313,107,62,"(5, 5)","(5, 5)",average,27
0.9623,0.1604,0,True,True,547053,78,41,"(5, 5)","(2, 2)",average,14
0.9607,0.1527,7,False,False,522906,257,55,"(4, 4)","(4, 4)",average,5
0.977,0.1115,10,True,False,3151739,235,79,"(4, 4)","(2, 2)",average,33
0.9694,0.1194,9,True,False,529621,217,95,"(4, 4)","(5, 5)",max,23
0.926,0.3162,0,True,True,795167,126,97,"(5, 5)","(3, 3)",average,62
0.9378,0.2281,0,True,True,192307,92,56,"(4, 4)","(4, 4)",average,8
0.6615,1.0805,0,True,True,41659,24,60,"(5, 5)","(5, 5)",average,33
0.7881,0.7157,0,True,True,64975,99,24,"(4, 4)","(5, 5)",average,69
0.9143,0.3578,0,True,True,333393,34,57,"(5, 5)","(2, 2)",max,24
0.951,0.233,0,True,True,669151,82,100,"(2, 2)","(3, 3)",average,22
0.8969,0.402,0,True,True,558255,131,52,"(2, 2)","(3, 3)",max,57
0.9754,0.1073,0,True,True,365949,60,74,"(4, 4)","(3, 3)",max,14
0.6959,1.0886,0,True,True,8351,120,1,"(3, 3)","(5, 5)",average,17
0.8636,0.4998,0,True,True,29940,250,3,"(4, 4)","(5, 5)",max,45
0.8895,0.4665,0,True,True,79119,40,51,"(5, 5)","(4, 4)",max,47
0.8084,0.6921,0,True,True,56615,164,12,"(2, 2)","(5, 5)",average,47
0.8796,0.4525,0,True,True,19987,57,12,"(3, 3)","(5, 5)",max,16
0.9093,0.3475,0,True,True,137243,212,24,"(3, 3)","(5, 5)",average,18
0.9492,0.1697,7,False,False,348741,232,18,"(2, 2)","(3, 3)",max,7
0.8514,0.5498,0,True,True,54455,74,14,"(3, 3)","(4, 4)",average,42
0.8506,0.5864,0,True,True,365639,56,33,"(3, 3)","(2, 2)",max,65
0.9697,0.1198,6,False,False,1021242,244,51,"(4, 4)","(3, 3)",average,13
0.9626,0.1716,0,True,True,161695,109,56,"(5, 5)","(5, 5)",max,32
0.7334,0.9519,0,True,True,76071,33,59,"(5, 5)","(4, 4)",max,52
0.9638,0.1421,9,True,False,799426,247,65,"(3, 3)","(4, 4)",average,8
0.8116,0.7849,0,True,True,6536,27,1,"(2, 2)","(2, 2)",average,23
0.9465,0.2012,0,True,True,559963,228,96,"(3, 3)","(5, 5)",max,44
0.9652,0.1387,7,False,False,521279,199,40,"(5, 5)","(3, 3)",average,19
0.9685,0.1346,5,False,False,1667168,240,85,"(4, 4)","(3, 3)",average,3
